-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1984 through 12/31/2025 in LST
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M_MIN     MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS2M_MIN,1986,21.5,91.25,0.49,1.02,0.03,0.57,0.22,1.05,1.97,0.08,0.48,0.06,0.09,0.37,0.03
WS2M_MIN,1986,21.5,91.875,0.26,0.24,0.18,0.06,0.43,1.16,1.21,0.11,0.09,0.14,0.17,0.49,0.06
WS2M_MIN,1986,21.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1986,22.0,88.75,0.08,0.08,0.22,0.18,0.15,0.47,0.54,0.07,0.15,0.15,0.07,0.2,0.07
WS2M_MIN,1986,22.0,89.375,0.08,0.02,0.2,0.26,0.44,1.03,1.05,0.35,0.05,0.26,0.04,0.12,0.02
WS2M_MIN,1986,22.0,90.0,0.03,0.12,0.16,0.21,0.42,1.24,0.32,0.07,0.2,0.05,0.08,0.01,0.01
WS2M_MIN,1986,22.0,90.625,0.24,0.06,0.16,0.18,0.18,2.02,0.58,0.33,0.13,0.27,0.31,0.2,0.06
WS2M_MIN,1986,22.0,91.25,0.07,0.15,0.3,0.32,0.32,0.8,1.97,0.1,0.12,0.1,0.45,0.34,0.07
WS2M_MIN,1986,22.0,91.875,0.07,0.22,0.08,0.3,0.32,0.54,1.32,0.13,0.07,0.18,0.15,0.1,0.07
WS2M_MIN,1986,22.0,92.5,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1986,22.5,88.75,0.12,0.37,0.5,0.16,0.36,0.61,0.68,0.07,0.05,0.28,0.09,0.09,0.05
WS2M_MIN,1986,22.5,89.375,0.08,0.01,0.23,0.14,0.04,0.53,0.6,0.04,0.17,0.24,0.09,0.27,0.01
WS2M_MIN,1986,22.5,90.0,0.13,0.24,0.1,0.35,0.26,0.68,0.47,0.1,0.25,0.04,0.05,0.15,0.04
WS2M_MIN,1986,22.5,90.625,0.08,0.13,0.13,0.15,0.41,1.48,0.34,0.09,0.11,0.2,0.19,0.07,0.07
WS2M_MIN,1986,22.5,91.25,0.16,0.29,0.16,0.26,0.25,1.52,2.02,0.41,0.31,0.17,0.11,0.26,0.11
WS2M_MIN,1986,22.5,91.875,0.12,0.22,0.06,0.34,0.21,0.74,1.1,0.04,0.08,0.15,0.18,0.09,0.04
WS2M_MIN,1986,22.5,92.5,0.01,0.04,0.02,0.03,0.04,0.07,0.13,0.01,0.0,0.01,0.02,0.02,0.0
WS2M_MIN,1986,23.0,88.75,0.15,0.14,0.14,0.12,0.22,0.13,0.18,0.27,0.07,0.14,0.13,0.09,0.07
WS2M_MIN,1986,23.0,89.375,0.06,0.08,0.11,0.09,0.12,0.72,0.68,0.22,0.1,0.12,0.07,0.12,0.06
WS2M_MIN,1986,23.0,90.0,0.09,0.14,0.14,0.25,0.21,0.82,0.53,0.16,0.21,0.17,0.03,0.04,0.03
WS2M_MIN,1986,23.0,90.625,0.03,0.05,0.27,0.13,0.19,1.29,0.32,0.24,0.09,0.1,0.13,0.2,0.03
WS2M_MIN,1986,23.0,91.25,0.09,0.08,0.06,0.11,0.31,0.66,0.32,0.3,0.08,0.18,0.43,0.22,0.06
WS2M_MIN,1986,23.0,91.875,0.0,0.0,0.01,0.02,0.02,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1986,23.0,92.5,0.02,0.03,0.01,0.03,0.01,0.04,0.06,0.04,0.04,0.03,0.01,0.01,0.01
WS2M_MIN,1986,23.5,88.75,0.35,0.18,0.17,0.15,0.04,0.51,0.03,0.42,0.02,0.16,0.14,0.08,0.02
WS2M_MIN,1986,23.5,89.375,0.1,0.09,0.14,0.28,0.1,0.31,0.69,0.06,0.01,0.11,0.15,0.16,0.01
WS2M_MIN,1986,23.5,90.0,0.06,0.23,0.08,0.34,0.21,1.12,0.52,0.26,0.15,0.15,0.04,0.1,0.04
WS2M_MIN,1986,23.5,90.625,0.1,0.15,0.23,0.07,0.27,0.78,0.46,0.1,0.17,0.08,0.2,0.1,0.07
WS2M_MIN,1986,23.5,91.25,0.16,0.07,0.11,0.33,0.17,0.73,0.43,0.1,0.06,0.09,0.16,0.09,0.06
WS2M_MIN,1986,23.5,91.875,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1986,23.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1986,24.0,88.75,0.23,0.48,0.18,0.09,0.13,0.18,0.11,0.25,0.04,0.03,0.19,0.06,0.03
WS2M_MIN,1986,24.0,89.375,0.05,0.32,0.1,0.17,0.17,0.21,0.65,0.08,0.3,0.18,0.09,0.08,0.05
WS2M_MIN,1986,24.0,90.0,0.09,0.15,0.05,0.06,0.12,0.81,0.64,0.35,0.25,0.08,0.08,0.09,0.05
WS2M_MIN,1986,24.0,90.625,0.23,0.27,0.21,0.17,0.11,0.36,0.35,0.47,0.06,0.14,0.05,0.07,0.05
WS2M_MIN,1986,24.0,91.25,0.1,0.08,0.04,0.04,0.1,0.32,0.47,0.06,0.3,0.14,0.15,0.13,0.04
WS2M_MIN,1986,24.0,91.875,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1986,24.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1986,24.5,88.75,0.22,0.38,0.22,0.11,0.1,0.19,0.09,0.39,0.27,0.09,0.22,0.05,0.05
WS2M_MIN,1986,24.5,89.375,0.27,0.4,0.14,0.14,0.07,0.22,0.36,0.43,0.14,0.15,0.11,0.11,0.07
WS2M_MIN,1986,24.5,90.0,0.16,0.07,0.21,0.17,0.12,0.18,0.32,0.14,0.09,0.22,0.24,0.03,0.03
WS2M_MIN,1986,24.5,90.625,0.12,0.11,0.06,0.32,0.03,0.36,0.19,0.18,0.08,0.11,0.09,0.04,0.03
WS2M_MIN,1986,24.5,91.25,0.09,0.03,0.09,0.27,0.11,0.23,0.42,0.08,0.16,0.1,0.07,0.08,0.03
WS2M_MIN,1986,24.5,91.875,0.08,0.06,0.16,0.15,0.04,0.34,0.14,0.18,0.07,0.08,0.07,0.1,0.04
WS2M_MIN,1986,24.5,92.5,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.0,0.01,0.01,0.0
WS2M_MIN,1986,25.0,88.75,0.4,0.31,0.17,0.04,0.09,0.27,0.18,0.1,0.11,0.01,0.13,0.03,0.01
WS2M_MIN,1986,25.0,89.375,0.2,0.11,0.13,0.22,0.08,0.21,0.35,0.17,0.09,0.1,0.06,0.03,0.03
WS2M_MIN,1986,25.0,90.0,0.16,0.17,0.14,0.25,0.06,0.09,0.57,0.13,0.16,0.3,0.06,0.09,0.06
WS2M_MIN,1986,25.0,90.625,0.06,0.15,0.14,0.21,0.12,0.49,0.27,0.08,0.08,0.13,0.1,0.04,0.04
WS2M_MIN,1986,25.0,91.25,0.24,0.19,0.07,0.25,0.11,0.14,0.27,0.07,0.23,0.03,0.07,0.09,0.03
WS2M_MIN,1986,25.0,91.875,0.01,0.14,0.14,0.25,0.13,0.06,0.09,0.13,0.11,0.07,0.25,0.11,0.01
WS2M_MIN,1986,25.0,92.5,0.08,0.11,0.09,0.01,0.09,0.19,0.16,0.12,0.06,0.05,0.08,0.12,0.01
WS2M_MIN,1986,25.5,88.75,0.27,0.11,0.11,0.09,0.11,0.09,0.2,0.12,0.24,0.04,0.01,0.03,0.01
WS2M_MIN,1986,25.5,89.375,0.07,0.07,0.21,0.1,0.07,0.09,0.69,0.12,0.01,0.09,0.15,0.13,0.01
WS2M_MIN,1986,25.5,90.0,0.04,0.15,0.12,0.13,0.02,0.17,0.29,0.02,0.12,0.04,0.06,0.03,0.02
WS2M_MIN,1986,25.5,90.625,0.0,0.02,0.08,0.09,0.04,0.09,0.11,0.06,0.05,0.0,0.03,0.01,0.0
WS2M_MIN,1986,25.5,91.25,0.04,0.09,0.11,0.27,0.13,0.23,0.21,0.11,0.13,0.0,0.07,0.04,0.0
WS2M_MIN,1986,25.5,91.875,0.12,0.13,0.22,0.07,0.1,0.29,0.09,0.06,0.11,0.15,0.12,0.13,0.06
WS2M_MIN,1986,25.5,92.5,0.04,0.01,0.07,0.09,0.06,0.11,0.01,0.08,0.01,0.07,0.09,0.04,0.01
WS2M_MIN,1986,26.0,88.75,0.06,0.11,0.15,0.05,0.11,0.23,0.24,0.09,0.13,0.11,0.04,0.01,0.01
WS2M_MIN,1986,26.0,89.375,0.04,0.04,0.12,0.12,0.14,0.27,0.02,0.08,0.22,0.05,0.06,0.06,0.02
WS2M_MIN,1986,26.0,90.0,0.06,0.06,0.08,0.07,0.06,0.05,0.21,0.01,0.14,0.09,0.13,0.02,0.01
WS2M_MIN,1986,26.0,90.625,0.09,0.03,0.05,0.09,0.09,0.3,0.08,0.08,0.03,0.07,0.05,0.01,0.01
WS2M_MIN,1986,26.0,91.25,0.21,0.1,0.28,0.22,0.09,0.22,0.2,0.04,0.14,0.08,0.32,0.03,0.03
WS2M_MIN,1986,26.0,91.875,0.05,0.05,0.04,0.02,0.04,0.06,0.01,0.04,0.09,0.03,0.06,0.07,0.01
WS2M_MIN,1986,26.0,92.5,0.03,0.02,0.03,0.02,0.04,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.0
WS2M_MIN,1987,20.5,88.75,0.1,0.12,0.09,0.08,1.27,0.32,1.61,1.75,1.81,0.08,0.24,0.49,0.08
WS2M_MIN,1987,20.5,89.375,0.28,0.17,0.09,0.22,0.9,1.63,3.02,1.55,2.01,0.09,0.52,0.51,0.09
WS2M_MIN,1987,20.5,90.0,0.36,0.09,0.14,0.15,0.57,1.16,3.27,1.46,1.44,0.14,0.83,0.19,0.09
WS2M_MIN,1987,20.5,90.625,1.32,0.02,0.19,0.39,0.76,1.59,2.96,1.47,0.35,0.08,0.26,0.15,0.02
WS2M_MIN,1987,20.5,91.25,1.89,0.16,0.16,0.07,0.64,1.78,2.9,1.5,0.45,0.21,0.43,0.07,0.07
WS2M_MIN,1987,20.5,91.875,1.85,0.8,0.1,0.05,0.76,0.55,3.46,0.28,0.68,0.32,0.16,0.23,0.05
WS2M_MIN,1987,20.5,92.5,0.21,0.6,0.12,0.35,0.68,0.6,2.97,1.12,0.4,0.1,0.19,0.1,0.1
WS2M_MIN,1987,21.0,88.75,0.04,0.22,0.12,0.04,1.15,0.28,0.69,1.42,1.49,0.16,0.25,0.07,0.04
WS2M_MIN,1987,21.0,89.375,0.36,0.1,0.12,0.02,1.4,0.95,1.37,1.53,1.56,0.08,0.14,0.09,0.02
WS2M_MIN,1987,21.0,90.0,0.72,0.06,0.28,0.1,1.27,1.01,1.87,1.4,1.51,0.05,0.19,0.11,0.05
WS2M_MIN,1987,21.0,90.625,0.84,0.07,0.09,0.37,0.52,0.04,1.97,1.26,1.36,0.14,0.61,0.06,0.04
WS2M_MIN,1987,21.0,91.25,2.1,0.44,0.47,0.13,0.29,0.78,1.84,1.07,0.96,0.16,0.23,0.29,0.13
WS2M_MIN,1987,21.0,91.875,1.53,0.6,0.06,0.4,0.1,0.25,2.65,0.57,0.79,0.14,0.29,0.22,0.06
WS2M_MIN,1987,21.0,92.5,0.06,0.06,0.04,0.04,0.06,0.06,0.41,0.05,0.09,0.03,0.01,0.04,0.01
WS2M_MIN,1987,21.5,88.75,0.3,0.19,0.22,0.56,1.02,0.46,0.51,0.94,1.34,0.09,0.37,0.12,0.09
WS2M_MIN,1987,21.5,89.375,0.04,0.24,0.25,0.73,1.1,0.1,1.16,1.35,1.62,0.09,0.07,0.11,0.04
WS2M_MIN,1987,21.5,90.0,0.14,0.07,0.52,0.76,1.2,0.34,2.84,1.65,1.78,0.02,0.08,0.1,0.02
WS2M_MIN,1987,21.5,90.625,0.13,0.16,0.24,0.18,0.89,0.52,1.73,1.03,1.8,0.16,0.05,0.06,0.05
WS2M_MIN,1987,21.5,91.25,1.71,1.06,0.84,0.09,0.4,0.46,1.59,0.69,1.17,0.24,0.2,0.33,0.09
WS2M_MIN,1987,21.5,91.875,0.65,0.13,0.07,0.25,0.11,0.23,2.72,0.84,0.39,0.15,0.22,0.29,0.07
WS2M_MIN,1987,21.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1987,22.0,88.75,0.11,0.07,0.19,0.29,0.6,0.27,0.04,0.42,0.96,0.04,0.27,0.22,0.04
WS2M_MIN,1987,22.0,89.375,0.11,0.08,0.05,0.4,0.48,0.08,0.4,0.34,0.79,0.11,0.13,0.12,0.05
WS2M_MIN,1987,22.0,90.0,0.09,0.02,0.16,0.53,0.59,0.18,1.22,0.31,0.73,0.16,0.03,0.03,0.02
WS2M_MIN,1987,22.0,90.625,0.16,0.04,0.09,0.25,0.26,0.08,1.16,0.22,0.56,0.27,0.06,0.1,0.04
WS2M_MIN,1987,22.0,91.25,0.86,0.36,0.27,0.24,0.5,0.16,1.63,0.45,0.98,0.25,0.34,0.17,0.16
WS2M_MIN,1987,22.0,91.875,0.25,0.18,0.33,0.12,0.09,0.69,1.7,0.42,0.06,0.06,0.3,0.07,0.06
WS2M_MIN,1987,22.0,92.5,0.0,0.0,0.0,0.01,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1987,22.5,88.75,0.75,0.04,0.21,0.24,0.21,0.3,0.13,0.3,0.69,0.11,0.06,0.09,0.04
WS2M_MIN,1987,22.5,89.375,0.56,0.05,0.08,0.07,0.23,0.06,0.13,0.21,0.36,0.03,0.08,0.07,0.03
WS2M_MIN,1987,22.5,90.0,0.15,0.14,0.3,0.18,0.2,0.37,0.38,0.11,0.08,0.03,0.09,0.07,0.03
WS2M_MIN,1987,22.5,90.625,0.08,0.09,0.14,0.11,0.21,0.23,1.41,0.22,0.1,0.03,0.17,0.05,0.03
WS2M_MIN,1987,22.5,91.25,0.04,0.07,0.17,0.05,0.32,0.24,2.35,0.33,0.51,0.28,0.21,0.02,0.02
WS2M_MIN,1987,22.5,91.875,0.3,0.09,0.17,0.28,0.02,0.45,1.58,0.33,0.13,0.15,0.07,0.1,0.02
WS2M_MIN,1987,22.5,92.5,0.01,0.01,0.05,0.06,0.06,0.07,0.19,0.05,0.03,0.02,0.02,0.02,0.01
WS2M_MIN,1987,23.0,88.75,0.51,0.09,0.14,0.19,0.16,0.33,0.19,0.19,0.42,0.08,0.04,0.05,0.04
WS2M_MIN,1987,23.0,89.375,0.31,0.08,0.14,0.16,0.41,0.22,0.27,0.29,0.46,0.01,0.04,0.1,0.01
WS2M_MIN,1987,23.0,90.0,0.09,0.07,0.07,0.12,0.49,0.26,0.63,0.29,0.25,0.04,0.12,0.04,0.04
WS2M_MIN,1987,23.0,90.625,0.16,0.05,0.1,0.21,0.1,0.38,1.28,0.59,0.33,0.05,0.06,0.03,0.03
WS2M_MIN,1987,23.0,91.25,0.11,0.12,0.13,0.12,0.14,0.36,0.94,0.21,0.33,0.04,0.06,0.02,0.02
WS2M_MIN,1987,23.0,91.875,0.01,0.01,0.05,0.03,0.01,0.03,0.06,0.01,0.0,0.01,0.0,0.0,0.0
WS2M_MIN,1987,23.0,92.5,0.0,0.01,0.05,0.03,0.03,0.04,0.14,0.04,0.02,0.02,0.02,0.02,0.0
WS2M_MIN,1987,23.5,88.75,0.17,0.11,0.03,0.13,0.13,0.33,0.61,0.02,0.41,0.13,0.15,0.29,0.02
WS2M_MIN,1987,23.5,89.375,0.19,0.1,0.1,0.02,0.21,0.54,0.44,0.13,0.37,0.09,0.16,0.1,0.02
WS2M_MIN,1987,23.5,90.0,0.04,0.08,0.16,0.06,0.47,0.07,0.08,0.41,0.31,0.05,0.09,0.09,0.04
WS2M_MIN,1987,23.5,90.625,0.04,0.07,0.1,0.18,0.37,0.3,0.3,0.52,0.47,0.09,0.09,0.06,0.04
WS2M_MIN,1987,23.5,91.25,0.11,0.25,0.13,0.2,0.06,0.31,0.68,0.2,0.22,0.04,0.08,0.06,0.04
WS2M_MIN,1987,23.5,91.875,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1987,23.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1987,24.0,88.75,0.25,0.06,0.07,0.13,0.14,0.36,0.53,0.07,0.43,0.03,0.06,0.14,0.03
WS2M_MIN,1987,24.0,89.375,0.25,0.15,0.12,0.16,0.46,0.47,0.44,0.06,0.55,0.04,0.09,0.07,0.04
WS2M_MIN,1987,24.0,90.0,0.17,0.12,0.09,0.16,0.45,0.17,0.24,0.3,0.3,0.0,0.04,0.08,0.0
WS2M_MIN,1987,24.0,90.625,0.05,0.12,0.11,0.14,0.15,0.16,0.26,0.23,0.42,0.14,0.08,0.09,0.05
WS2M_MIN,1987,24.0,91.25,0.08,0.02,0.34,0.29,0.29,0.04,0.4,0.31,0.2,0.04,0.12,0.06,0.02
WS2M_MIN,1987,24.0,91.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1987,24.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1987,24.5,88.75,0.08,0.09,0.14,0.19,0.04,0.29,0.47,0.15,0.23,0.18,0.1,0.24,0.04
WS2M_MIN,1987,24.5,89.375,0.29,0.06,0.15,0.09,0.35,0.11,0.5,0.07,0.4,0.02,0.04,0.25,0.02
WS2M_MIN,1987,24.5,90.0,0.14,0.05,0.2,0.09,0.11,0.44,0.29,0.11,0.41,0.02,0.12,0.16,0.02
WS2M_MIN,1987,24.5,90.625,0.07,0.04,0.1,0.16,0.01,0.11,0.11,0.18,0.09,0.11,0.1,0.11,0.01
WS2M_MIN,1987,24.5,91.25,0.06,0.09,0.21,0.07,0.12,0.08,0.2,0.26,0.21,0.02,0.06,0.08,0.02
WS2M_MIN,1987,24.5,91.875,0.09,0.02,0.09,0.16,0.23,0.07,0.24,0.13,0.14,0.05,0.12,0.05,0.02
WS2M_MIN,1987,24.5,92.5,0.01,0.01,0.02,0.01,0.01,0.0,0.04,0.01,0.01,0.01,0.0,0.01,0.0
WS2M_MIN,1987,25.0,88.75,0.13,0.09,0.09,0.1,0.22,0.11,0.43,0.16,0.1,0.03,0.04,0.21,0.03
WS2M_MIN,1987,25.0,89.375,0.06,0.15,0.08,0.03,0.21,0.3,0.25,0.15,0.04,0.04,0.1,0.1,0.03
WS2M_MIN,1987,25.0,90.0,0.08,0.04,0.16,0.14,0.38,0.24,0.34,0.07,0.23,0.12,0.04,0.1,0.04
WS2M_MIN,1987,25.0,90.625,0.05,0.08,0.04,0.3,0.19,0.17,0.1,0.01,0.09,0.07,0.02,0.07,0.01
WS2M_MIN,1987,25.0,91.25,0.16,0.3,0.07,0.18,0.18,0.25,0.16,0.07,0.16,0.15,0.05,0.09,0.05
WS2M_MIN,1987,25.0,91.875,0.22,0.16,0.04,0.05,0.06,0.1,0.14,0.2,0.04,0.16,0.03,0.19,0.03
WS2M_MIN,1987,25.0,92.5,0.01,0.07,0.08,0.11,0.08,0.02,0.13,0.07,0.13,0.01,0.03,0.14,0.01
WS2M_MIN,1987,25.5,88.75,0.11,0.03,0.04,0.07,0.12,0.13,0.32,0.07,0.01,0.04,0.09,0.04,0.01
WS2M_MIN,1987,25.5,89.375,0.07,0.06,0.26,0.06,0.14,0.15,0.57,0.31,0.14,0.0,0.16,0.15,0.0
WS2M_MIN,1987,25.5,90.0,0.02,0.09,0.05,0.11,0.16,0.03,0.17,0.13,0.15,0.09,0.12,0.08,0.02
WS2M_MIN,1987,25.5,90.625,0.02,0.01,0.04,0.09,0.04,0.04,0.06,0.02,0.04,0.01,0.01,0.02,0.01
WS2M_MIN,1987,25.5,91.25,0.07,0.02,0.13,0.07,0.29,0.18,0.04,0.22,0.07,0.05,0.08,0.1,0.02
WS2M_MIN,1987,25.5,91.875,0.02,0.24,0.16,0.05,0.27,0.14,0.07,0.28,0.24,0.07,0.08,0.09,0.02
WS2M_MIN,1987,25.5,92.5,0.04,0.01,0.09,0.08,0.03,0.05,0.12,0.02,0.03,0.05,0.01,0.08,0.01
WS2M_MIN,1987,26.0,88.75,0.06,0.08,0.07,0.14,0.06,0.07,0.04,0.08,0.11,0.11,0.04,0.02,0.02
WS2M_MIN,1987,26.0,89.375,0.07,0.09,0.07,0.08,0.13,0.04,0.19,0.11,0.13,0.02,0.1,0.01,0.01
WS2M_MIN,1987,26.0,90.0,0.02,0.07,0.05,0.07,0.12,0.21,0.12,0.13,0.11,0.06,0.12,0.1,0.02
WS2M_MIN,1987,26.0,90.625,0.13,0.19,0.17,0.05,0.04,0.05,0.08,0.1,0.09,0.11,0.14,0.17,0.04
WS2M_MIN,1987,26.0,91.25,0.06,0.09,0.07,0.17,0.16,0.02,0.05,0.08,0.06,0.1,0.16,0.25,0.02
WS2M_MIN,1987,26.0,91.875,0.04,0.06,0.03,0.11,0.13,0.05,0.04,0.04,0.01,0.03,0.04,0.01,0.01
WS2M_MIN,1987,26.0,92.5,0.01,0.01,0.02,0.03,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0
WS2M_MIN,1988,20.5,88.75,0.16,0.12,0.47,0.37,0.45,0.62,1.55,1.24,0.48,0.17,0.37,0.24,0.12
WS2M_MIN,1988,20.5,89.375,0.07,0.26,0.52,0.51,0.16,1.4,1.97,0.84,0.92,0.25,0.08,0.66,0.07
WS2M_MIN,1988,20.5,90.0,0.16,0.19,0.36,0.14,0.35,0.7,2.33,0.24,0.6,0.93,0.94,0.46,0.14
WS2M_MIN,1988,20.5,90.625,0.37,0.21,0.24,0.53,0.48,0.33,2.38,2.21,0.08,1.26,1.07,0.64,0.08
WS2M_MIN,1988,20.5,91.25,0.01,0.3,0.36,0.27,0.12,0.63,2.37,2.27,0.25,0.86,0.34,0.44,0.01
WS2M_MIN,1988,20.5,91.875,0.29,0.02,0.2,0.19,0.07,1.33,1.94,1.71,0.19,0.18,0.3,0.07,0.02
WS2M_MIN,1988,20.5,92.5,0.2,0.23,0.35,0.09,0.05,0.63,0.98,1.11,0.16,0.19,0.11,0.31,0.05
WS2M_MIN,1988,21.0,88.75,0.18,0.18,0.26,0.7,0.49,0.16,0.47,0.69,0.65,0.36,0.13,0.05,0.05
WS2M_MIN,1988,21.0,89.375,0.04,0.33,0.16,0.39,0.34,0.25,1.52,0.21,0.5,0.12,0.19,0.01,0.01
WS2M_MIN,1988,21.0,90.0,0.11,0.23,0.18,0.11,0.58,0.11,2.25,2.31,0.25,0.69,0.3,0.05,0.05
WS2M_MIN,1988,21.0,90.625,0.07,0.27,0.17,0.02,0.39,0.28,2.29,2.3,0.2,0.87,0.45,0.91,0.02
WS2M_MIN,1988,21.0,91.25,0.07,0.1,0.38,0.32,0.26,1.0,2.18,2.0,0.71,1.5,0.3,0.81,0.07
WS2M_MIN,1988,21.0,91.875,0.19,0.04,0.36,0.12,0.38,0.27,1.62,1.48,0.17,0.51,0.22,0.26,0.04
WS2M_MIN,1988,21.0,92.5,0.03,0.03,0.06,0.02,0.17,0.06,0.12,0.18,0.16,0.03,0.04,0.04,0.02
WS2M_MIN,1988,21.5,88.75,0.25,0.32,0.08,0.82,0.66,0.16,0.73,0.63,0.87,0.16,0.09,0.1,0.08
WS2M_MIN,1988,21.5,89.375,0.25,0.43,0.33,0.4,0.19,0.14,1.72,0.43,0.92,0.16,0.29,0.09,0.09
WS2M_MIN,1988,21.5,90.0,0.19,0.35,0.23,0.02,0.13,0.5,2.14,1.7,0.2,0.05,0.18,0.06,0.02
WS2M_MIN,1988,21.5,90.625,0.13,0.19,0.3,0.39,0.21,0.56,2.25,2.33,0.14,0.74,0.04,0.16,0.04
WS2M_MIN,1988,21.5,91.25,0.16,0.18,0.61,0.15,0.37,0.86,2.1,2.38,0.28,1.59,0.3,0.73,0.15
WS2M_MIN,1988,21.5,91.875,0.18,0.33,0.25,0.17,0.1,0.44,1.02,1.59,0.06,0.39,0.09,0.37,0.06
WS2M_MIN,1988,21.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1988,22.0,88.75,0.21,0.35,0.11,0.28,0.27,0.04,0.13,0.3,0.27,0.18,0.2,0.11,0.04
WS2M_MIN,1988,22.0,89.375,0.12,0.12,0.32,0.12,0.18,0.07,0.78,0.08,0.05,0.21,0.09,0.02,0.02
WS2M_MIN,1988,22.0,90.0,0.07,0.2,0.35,0.22,0.52,0.13,1.17,0.52,0.25,0.02,0.13,0.08,0.02
WS2M_MIN,1988,22.0,90.625,0.14,0.09,0.04,0.13,0.25,0.32,1.75,0.46,0.11,0.35,0.04,0.16,0.04
WS2M_MIN,1988,22.0,91.25,0.31,0.23,0.34,0.06,0.65,0.09,1.94,2.94,0.1,0.37,0.66,0.43,0.06
WS2M_MIN,1988,22.0,91.875,0.15,0.16,0.06,0.13,0.23,0.09,0.83,2.0,0.15,0.21,0.23,0.3,0.06
WS2M_MIN,1988,22.0,92.5,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1988,22.5,88.75,0.1,0.14,0.18,0.21,0.21,0.13,0.43,0.45,0.09,0.13,0.17,0.26,0.09
WS2M_MIN,1988,22.5,89.375,0.11,0.02,0.1,0.17,0.27,0.17,0.17,0.04,0.04,0.03,0.02,0.08,0.02
WS2M_MIN,1988,22.5,90.0,0.12,0.11,0.1,0.27,0.16,0.09,0.78,0.12,0.16,0.03,0.08,0.05,0.03
WS2M_MIN,1988,22.5,90.625,0.08,0.05,0.16,0.26,0.57,0.23,1.17,0.48,0.03,0.22,0.04,0.1,0.03
WS2M_MIN,1988,22.5,91.25,0.04,0.07,0.07,0.3,0.51,0.05,1.56,1.85,0.42,0.17,0.46,0.24,0.04
WS2M_MIN,1988,22.5,91.875,0.1,0.14,0.16,0.29,0.06,0.12,0.71,1.77,0.22,0.3,0.3,0.29,0.06
WS2M_MIN,1988,22.5,92.5,0.01,0.02,0.04,0.03,0.01,0.01,0.08,0.1,0.04,0.02,0.01,0.01,0.01
WS2M_MIN,1988,23.0,88.75,0.45,0.15,0.02,0.12,0.04,0.14,0.43,0.14,0.1,0.23,0.23,0.29,0.02
WS2M_MIN,1988,23.0,89.375,0.12,0.11,0.1,0.16,0.3,0.33,0.32,0.09,0.12,0.05,0.11,0.09,0.05
WS2M_MIN,1988,23.0,90.0,0.12,0.07,0.15,0.04,0.26,0.48,0.66,0.31,0.3,0.15,0.06,0.03,0.03
WS2M_MIN,1988,23.0,90.625,0.08,0.05,0.09,0.29,0.52,0.66,0.9,0.52,0.32,0.11,0.02,0.04,0.02
WS2M_MIN,1988,23.0,91.25,0.07,0.03,0.15,0.19,0.5,0.24,0.74,0.63,0.06,0.33,0.12,0.06,0.03
